id,closeness_centrality,betweenness_centrality,dispersion_centrality
102,0.261190168176,0.0,0.0
103,0.274693877551,764.167716668,0.0
104,0.261630167163,24.2119349354,4.0
105,0.261325394771,3.32833504459,0.0
106,0.261223961703,2.96587301587,1.0
107,0.459699453552,3880370.08059,51447.0
108,0.26130848379,2.62523448773,0.0
109,0.261714952362,46.2651311958,17.0
110,0.261173274691,0.0,0.0
111,0.261325394771,12.4658730159,12.0
112,0.261139494277,0.0,0.0
113,0.261765849864,41.7172356389,4.0
114,0.261105722599,0.0,0.0
115,0.261443832956,27.1718614719,19.0
116,0.261376140851,9.42027417027,2.0
117,0.261190168176,1.70833333333,0.0
118,0.261697990927,46.4138477375,21.0
119,0.280105438402,12339.5557771,459.0
120,0.274469820555,362.939945735,2.0
121,0.261291574997,8.48557407355,10.0
122,0.275574967583,6004.99777683,79.0
123,0.26139306059,3.81191530288,0.0
124,0.261156383392,1.33333333333,2.0
125,0.274469820555,66.8194036321,0.0
126,0.261207063846,1.375,1.0
127,0.261359223301,4.83713924964,0.0
128,0.261562378546,19.2676662567,7.0
129,0.261207063846,0.366666666667,0.0
130,0.261359223301,20.6000111,16.0
131,0.261207063846,0.0,0.0
132,0.261359223301,16.1688023763,12.0
133,0.26139306059,14.7090903509,17.0
134,0.261409982521,5.15438806832,0.0
135,0.261257763975,0.0,0.0
136,0.294186215941,217331.508229,726.0
137,0.261359223301,17.2246031746,15.0
138,0.261122607346,0.0,0.0
139,0.261240861745,0.05,0.0
140,0.261274668392,0.746825396825,0.0
141,0.261562378546,21.8884838482,3.0
142,0.261816767166,41.554845104,0.0
143,0.261291574997,9.38571428571,11.0
144,0.261342307941,6.87662337662,1.0
145,0.261122607346,0.0,0.0
146,0.274581803346,1146.81030849,8.0
147,0.261190168176,0.2,0.0
148,0.261426906642,19.5926151891,4.0
149,0.261325394771,2.98650793651,0.0
150,0.279117992673,771.650645188,0.0
151,0.261207063846,0.277777777778,0.0
152,0.261173274691,1.5,3.0
153,0.261122607346,0.0,0.0
154,0.261122607346,0.0,0.0
155,0.261139494277,0.333333333333,0.0
156,0.274619151251,1340.8699541,8.0
157,0.261139494277,0.333333333333,0.0
158,0.261511560132,39.0638627509,17.0
159,0.261325394771,9.38416305916,7.0
160,0.261122607346,0.0,0.0
161,0.261511560132,19.5960935348,5.0
162,0.261223961703,0.47619047619,0.0
163,0.267612167804,205.485784927,6.0
164,0.261139494277,0.142857142857,0.0
165,0.261274668392,2.75524889764,0.0
166,0.267718623616,3.55952380952,1.0
167,0.261207063846,0.366666666667,0.0
168,0.261274668392,2.5553843817,0.0
169,0.275105600218,3263.27632918,34.0
170,0.26186770428,97.2433809959,63.0
171,0.370492705753,125220.832509,54.0
172,0.261782820097,61.7559342028,22.0
173,0.289047959914,29417.2689326,11.0
174,0.261156383392,0.333333333333,0.0
175,0.261376140851,26.9761904762,26.0
176,0.261325394771,2.61374541202,0.0
177,0.261274668392,2.53571428571,0.0
178,0.26130848379,10.5558973434,10.0
179,0.261139494277,0.5,1.0
180,0.261426906642,7.42696608947,1.0
181,0.261257763975,1.5,0.0
182,0.261139494277,0.333333333333,0.0
183,0.261122607346,0.0,0.0
184,0.26139306059,9.84501470751,0.0
185,0.261528497409,23.0529175087,6.0
186,0.261833744002,65.7728711578,15.0
187,0.261359223301,3.32757936508,0.0
188,0.261901673369,83.5562823714,17.0
189,0.279040840301,103.867024642,0.0
190,0.261156383392,1.5,3.0
191,0.261139494277,0.0,0.0
192,0.261173274691,3.0,6.0
193,0.261173274691,1.5,3.0
194,0.261409982521,3.54161255411,0.0
195,0.261240861745,0.0,0.0
196,0.26130848379,7.98154761905,12.0
197,0.261359223301,4.06882423132,0.0
198,0.285492081448,13513.2467304,8.0
199,0.261884687723,75.7954052358,19.0
200,0.26205464339,111.641103651,13.0
201,0.261156383392,0.0,0.0
202,0.267576701345,62.2013942703,2.0
203,0.26205464339,132.775576432,45.0
204,0.261460761461,22.2479617605,15.0
205,0.261122607346,0.0,0.0
206,0.261156383392,1.33333333333,2.0
207,0.261139494277,0.0,0.0
208,0.261207063846,0.151665395372,0.0
209,0.261105722599,0.0,0.0
210,0.261105722599,0.0,0.0
211,0.261596268463,18.3955951439,0.0
212,0.26139306059,6.73226439167,1.0
213,0.275124344212,3751.39524757,67.0
214,0.261376140851,15.2464285714,9.0
215,0.261105722599,0.0,0.0
216,0.261122607346,0.0,0.0
217,0.279060124395,257.393949106,0.0
218,0.261240861745,0.0,0.0
219,0.261190168176,2.0,4.0
220,0.261156383392,0.0,0.0
221,0.261223961703,0.399242424242,0.0
222,0.261274668392,4.41797438672,9.0
223,0.261545436881,8.87827129485,1.0
224,0.261562378546,24.1617261866,3.0
225,0.261257763975,1.18571428571,0.0
226,0.261325394771,2.50003607504,0.0
227,0.261342307941,12.8857142857,1.0
228,0.261139494277,0.0,0.0
229,0.261190168176,2.29072681704,4.0
230,0.261240861745,12.4166666667,23.0
231,0.261443832956,23.5276510408,11.0
232,0.261511560132,10.7959851258,0.0
233,0.261122607346,0.0,0.0
234,0.261122607346,0.0,0.0
235,0.261173274691,0.325,0.0
236,0.261714952362,64.0893643166,16.0
237,0.261207063846,0.75,0.0
238,0.261477692158,12.3540041997,8.0
239,0.262088660998,148.983757085,79.0
240,0.261139494277,0.5,1
